Product Name,Technology,2G bands,Untitled,3G bands,Untitled,4G bands,Untitled,Untitled,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Untitled,Type,Size,Resolution,Protection,Untitled,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Dual,Features,Video,Loudspeaker,3.5mm jack,Untitled,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Untitled,Untitled,Charging,Talk time,Music play,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker,Audio quality,Battery life
Nokia 5220 XpressMusic,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 1020 mAh battery (BL-5CT),,Removable Li-Ion 1020 mAh battery (BL-5CT),,Removable Li-Ion 1020 mAh battery (BL-5CT),Removable Li-Ion 1020 mAh battery (BL-5CT),,"2008, April. Released 2008, July",Discontinued,"108 x 43.5 x 10.5 mm, 53 cc (4.25 x 1.71 x 0.41 in)",78 g (2.75 oz),,Mini-SIM,Removable Li-Ion 1020 mAh battery (BL-5CT),"TFT, 256K colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 1020 mAh battery (BL-5CT),,,,,"microSD, up to 8 GB (dedicated slot)",30MB,,,QCIF,,,QCIF,Voice 73dB / Noise 68dB / Ring 75dB,Yes,Removable Li-Ion 1020 mAh battery (BL-5CT),No,"2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB,_,Removable Li-Ion 1020 mAh battery (BL-5CT),Removable Li-Ion 1020 mAh battery (BL-5CT),,Up to 5 h 15 min,,"Blue, Red, Green",,0.92 W/kg (head)     0.85 W/kg (body),1.01 W/kg (head),About 110 EUR,,,,Voice 73dB / Noise 68dB / Ring 75dB,Noise -91.7dB / Crosstalk -73.1dB,
Nokia 6212 classic,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1000 mAh battery (BL-4U),UMTS 850 / 2100,Removable Li-Ion 1000 mAh battery (BL-4U),,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),"Yes, 384 kbps","2008, April. Released 2009, April",Discontinued,"114.7 x 47.1 x 14.5 mm, 66.1 cc (4.52 x 1.85 x 0.57 in)",88 g (3.10 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery (BL-4U),"TFT, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 1000 mAh battery (BL-4U),,,,,"microSD, up to 4 GB (dedicated slot)",22MB,,LED flash,_,,LED flash,_,Yes,No,Removable Li-Ion 1000 mAh battery (BL-4U),No,"2.0, A2DP",No,Yes,Stereo FM radio,microUSB,_,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),,Up to 3 h 20 min (2G) / 2 h 45 min (3G),,Black,,0.82 W/kg (head)     1.06 W/kg (body),0.79 W/kg (head),About 190 EUR,,,,Yes,,
Nokia 5000,GSM,GSM 900 / 1800,Removable Li-Ion 700 mAh battery (BL-4B),,Removable Li-Ion 700 mAh battery (BL-4B),,Removable Li-Ion 700 mAh battery (BL-4B),Removable Li-Ion 700 mAh battery (BL-4B),,"2008, April. Released 2008, June",Discontinued,"106 x 46 x 11.1 mm, 54 cc (4.17 x 1.81 x 0.44 in)",74 g (2.61 oz),,Mini-SIM,Removable Li-Ion 700 mAh battery (BL-4B),"TFT, 65K colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 700 mAh battery (BL-4B),,,,,No,12MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 700 mAh battery (BL-4B),No,2.0,No,,FM radio,No,_,Removable Li-Ion 700 mAh battery (BL-4B),Removable Li-Ion 700 mAh battery (BL-4B),,Up to 4 h 45 min,,"Cyber Green, Neon Blue, Perfect Purple",,1.10 W/kg (head)     0.69 W/kg (body),0.69 W/kg (head),About 70 EUR,,,,Yes,,
Nokia 7070 Prism,GSM,GSM 900 / 1800,Removable Li-Ion 700 mAh battery (BL-4B),,Removable Li-Ion 700 mAh battery (BL-4B),,Removable Li-Ion 700 mAh battery (BL-4B),Removable Li-Ion 700 mAh battery (BL-4B),,"2008, April. Released 2008, August",Discontinued,"87.5 x 44 x 15.8 mm, 52 cc (3.44 x 1.73 x 0.62 in)",78 g (2.75 oz),,Mini-SIM,Removable Li-Ion 700 mAh battery (BL-4B),"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 700 mAh battery (BL-4B),,,,,No,11MB,,,,,,,Yes,No,Removable Li-Ion 700 mAh battery (BL-4B),No,No,No,,No,No,_,Removable Li-Ion 700 mAh battery (BL-4B),Removable Li-Ion 700 mAh battery (BL-4B),,Up to 5 h,,"Black & Pink accent, Black & Blue accent",,,0.61 W/kg (head),About 50 EUR,,,,Yes,,
Nokia 2680 slide,GSM,GSM 900 / 1800,Removable Li-Ion 860 mAh battery (BL-4S),,Removable Li-Ion 860 mAh battery (BL-4S),,Removable Li-Ion 860 mAh battery (BL-4S),Removable Li-Ion 860 mAh battery (BL-4S),,"2008, April. Released 2008, September",Discontinued,"99 x 47 x 15 mm, 61.7 cc (3.90 x 1.85 x 0.59 in)",97 g (3.42 oz),,Mini-SIM,Removable Li-Ion 860 mAh battery (BL-4S),"TFT, 65K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 860 mAh battery (BL-4S),,,,,No,12MB 4MB RAM 32MB ROM,,,128x96@7fps,,,128x96@7fps,Yes,No,Removable Li-Ion 860 mAh battery (BL-4S),No,"2.0, A2DP, EDR",No,,"FM radio, recording",No,_,Removable Li-Ion 860 mAh battery (BL-4S),Removable Li-Ion 860 mAh battery (BL-4S),,Up to 3 h 30 min,,"Slate Gray, Night Blue, Orange, Violet",,1.28 W/kg (head)     0.47 W/kg (body),0.64 W/kg (head),About 70 EUR,,,,Yes,,
Nokia 1680 classic,GSM,GSM 900 / 1800,Removable Li-Ion 700 mAh battery (BL-5CA),,Removable Li-Ion 700 mAh battery (BL-5CA),,Removable Li-Ion 700 mAh battery (BL-5CA),Removable Li-Ion 700 mAh battery (BL-5CA),,"2008, April. Released 2008, July",Discontinued,"108 x 46 x 15 mm, 66 cc (4.25 x 1.81 x 0.59 in)",73.7 g (2.57 oz),,Mini-SIM,Removable Li-Ion 700 mAh battery (BL-5CA),"TFT, 65K colors","1.85 inches, 10.8 cm",128 x 160 pixels (~111 ppi density),,Removable Li-Ion 700 mAh battery (BL-5CA),,,,,No,11MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 700 mAh battery (BL-5CA),No,No,No,,No,No,_,Removable Li-Ion 700 mAh battery (BL-5CA),Removable Li-Ion 700 mAh battery (BL-5CA),,Up to 7 h 40 min,,"Black, Slate Gray, Wine Red, Deep Plum",,1.39 W/kg (head)     1.09 W/kg (body),0.98 W/kg (head),About 40 EUR,,,,Yes,,
Nokia 6300i,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 860 mAh battery (BL-4C),,Removable Li-Ion 860 mAh battery (BL-4C),,Removable Li-Ion 860 mAh battery (BL-4C),Removable Li-Ion 860 mAh battery (BL-4C),,"2008, March. Released 2008, April",Discontinued,"106.4 x 43.6 x 11.7 mm, 56 cc (4.19 x 1.72 x 0.46 in)",93 g (3.28 oz),,Mini-SIM,Removable Li-Ion 860 mAh battery (BL-4C),"TFT, 16M colors","2.0 inches, 31 x 41 mm, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 860 mAh battery (BL-4C),,,,,"microSD, up to 2 GB (dedicated slot), 512 MB included",30MB,,,QCIF,,,QCIF,Yes,No,Removable Li-Ion 860 mAh battery (BL-4C),"Wi-Fi 802.11b/g, UMA technology","2.0, A2DP",No,,"Stereo FM radio, RDS",miniUSB,_,Removable Li-Ion 860 mAh battery (BL-4C),Removable Li-Ion 860 mAh battery (BL-4C),,Up to 3 h 30 min,,Grey,,1.08 W/kg (head)     0.30 W/kg (body),0.97 W/kg (head),About 120 EUR,,,,Yes,,
Nokia N96,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 950 mAh battery (BL-5F),HSDPA 900 / 2100,Removable Li-Ion 950 mAh battery (BL-5F),,Removable Li-Ion 950 mAh battery (BL-5F),Removable Li-Ion 950 mAh battery (BL-5F),HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, September",Discontinued,"103 x 55 x 18 mm, 92 cc (4.06 x 2.17 x 0.71 in)",125 g (4.41 oz),,Mini-SIM,Removable Li-Ion 950 mAh battery (BL-5F),"TFT, 16M colors","2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Removable Li-Ion 950 mAh battery (BL-5F),"Symbian OS 9.3, S60 rel. 3.2",,264 MHz Dual ARM 9,,"microSD, up to 32 GB (dedicated slot)",16GB 128MB RAM,,"Carl Zeiss optics, LED flash",_,,"Carl Zeiss optics, LED flash",_,Voice 73dB / Noise 76dB / Ring 78dB,Yes,Removable Li-Ion 950 mAh battery (BL-5F),"Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 950 mAh battery (BL-5F),Removable Li-Ion 950 mAh battery (BL-5F),,Up to 3 h 40 min (2G) / 2 h 36 min (3G),Up to 14 h,"Black, Silver, Quartz",,0.68 W/kg (head)     0.89 W/kg (body),0.82 W/kg (head),About 220 EUR,,,,Voice 73dB / Noise 76dB / Ring 78dB,Noise -90.6dB / Crosstalk -73.5dB,
Nokia N78,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1200 mAh battery (BL-6F),HSDPA 900 / 2100,Removable Li-Ion 1200 mAh battery (BL-6F),,Removable Li-Ion 1200 mAh battery (BL-6F),Removable Li-Ion 1200 mAh battery (BL-6F),HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, May",Discontinued,"113 x 49 x 15.1 mm, 76.5 cc (4.45 x 1.93 x 0.59 in)",101.8 g (3.56 oz),,Mini-SIM,Removable Li-Ion 1200 mAh battery (BL-6F),"TFT, 16M colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1200 mAh battery (BL-6F),"Symbian, S60 rel. 3.2",,369 MHz ARM 11,,microSD (dedicated slot),76MB 96MB RAM,,"Carl Zeiss optics, LED flash",_,,"Carl Zeiss optics, LED flash",_,Voice 70dB / Noise 66dB / Ring 75dB,Yes,Removable Li-Ion 1200 mAh battery (BL-6F),"Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS; FM transmitter",microUSB 2.0,_,Removable Li-Ion 1200 mAh battery (BL-6F),Removable Li-Ion 1200 mAh battery (BL-6F),,Up to 4 h 20 min (2G) / 3 h 10 min (3G),,"Brown, Blue, White",,1.26 W/kg (head)     1.04 W/kg (body),1.00 W/kg (head),About 170 EUR,,,,Voice 70dB / Noise 66dB / Ring 75dB,Noise -76.1dB / Crosstalk -72.37dB,
Nokia 6220 classic,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 900 mAh battery (BP-5M),HSDPA 900 / 2100,Removable Li-Ion 900 mAh battery (BP-5M),,Removable Li-Ion 900 mAh battery (BP-5M),Removable Li-Ion 900 mAh battery (BP-5M),HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, July",Discontinued,"108 x 47 x 15 mm, 66 cc (4.25 x 1.85 x 0.59 in)",90 g (3.17 oz),,Mini-SIM,Removable Li-Ion 900 mAh battery (BP-5M),"TFT, 16M colors","2.2 inches, 15.0 cm","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Removable Li-Ion 900 mAh battery (BP-5M),"Symbian OS 9.3, S60 rel. 3.2",,369 MHz ARM 11,,"microSD, up to 8 GB (dedicated slot)",120MB 128MB RAM,,"Carl Zeiss optics, xenon flash",_,,"Carl Zeiss optics, xenon flash",_,Voice 70dB / Noise 65dB / Ring 69dB,No,Removable Li-Ion 900 mAh battery (BP-5M),No,"2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",microUSB 2.0,_,Removable Li-Ion 900 mAh battery (BP-5M),Removable Li-Ion 900 mAh battery (BP-5M),,Up to 3 h 30 min (2G) / 2 h 30 min (3G),Up to 13 h,"Black and Cyan, Purple",,1.12 W/kg (head)     0.44 W/kg (body),0.75 W/kg (head),About 160 EUR,,,,Voice 70dB / Noise 65dB / Ring 69dB,Noise -75.4dB / Crosstalk -74.0dB,
Nokia 6210 Navigator,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 950 mAh battery (BL-5F),HSDPA 900 / 2100,Removable Li-Ion 950 mAh battery (BL-5F),,Removable Li-Ion 950 mAh battery (BL-5F),Removable Li-Ion 950 mAh battery (BL-5F),HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, July",Discontinued,"103 x 49 x 14.9 mm, 89 cc (4.06 x 1.93 x 0.59 in)",117 g (4.13 oz),,Mini-SIM,Removable Li-Ion 950 mAh battery (BL-5F),"TFT, 16M colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 950 mAh battery (BL-5F),"Symbian OS 9.3, S60 rel. 3.2",,369 MHz ARM 11,,"microSD, up to 8 GB (dedicated slot)",120MB 128MB RAM,,LED flash,_,,LED flash,_,Voice 65dB / Noise 65dB / Ring 72dB,No,Removable Li-Ion 950 mAh battery (BL-5F),No,"2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",miniUSB 2.0,"Accelerometer, compass",Removable Li-Ion 950 mAh battery (BL-5F),Removable Li-Ion 950 mAh battery (BL-5F),,Up to 3 h 40 min (2G) / 2 h 48 min (3G),,"Black, Red",,0.83 W/kg (head)     1.05 W/kg (body),0.76 W/kg (head),About 150 EUR,,,,Voice 65dB / Noise 65dB / Ring 72dB,,
Nokia 6124 classic,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 890 mAh battery (BL-5B),HSDPA 900 / 2100,Removable Li-Ion 890 mAh battery (BL-5B),,Removable Li-Ion 890 mAh battery (BL-5B),Removable Li-Ion 890 mAh battery (BL-5B),HSPA,"2008, March. Released 2008, June",Discontinued,"105 x 46 x 15 mm, 66 cc (4.13 x 1.81 x 0.59 in)",93 g (3.28 oz),,Mini-SIM,Removable Li-Ion 890 mAh battery (BL-5B),"TFT, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 890 mAh battery (BL-5B),"Symbian 9.2, S60 rel. 3.1",,369 MHz ARM 11,,microSD (dedicated slot),35MB 64MB RAM 128MB ROM,,LED flash,_,,LED flash,_,Yes,No,Removable Li-Ion 890 mAh battery (BL-5B),No,"2.0, A2DP",No,,Stereo FM radio,miniUSB,_,Removable Li-Ion 890 mAh battery (BL-5B),Removable Li-Ion 890 mAh battery (BL-5B),,Up to 3 h 10 min (2G) / 2 h 24 min (3G),,"Black, White",,0.58 W/kg (head)     0.78 W/kg (body),1.11 W/kg (head),About 140 EUR,,,,Yes,,
Nokia 6650 fold,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1500 mAh battery (BP-4L),HSDPA 850 / 2100,Removable Li-Ion 1500 mAh battery (BP-4L),,Removable Li-Ion 1500 mAh battery (BP-4L),Removable Li-Ion 1500 mAh battery (BP-4L),HSPA 3.6/0.384 Mbps,"2008, March. Released 2008, June",Discontinued,99.7 x 47 x 16.2 mm (3.93 x 1.85 x 0.64 in),112 g (3.95 oz),,Mini-SIM,Removable Li-Ion 1500 mAh battery (BP-4L),"TFT, 16M colors","2.2 inches, 15.0 cm","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Removable Li-Ion 1500 mAh battery (BP-4L),"Symbian, Series 60 v3.2 UI",,369 MHz ARM 11,,microSD (dedicated slot),30MB,,LED flash,Yes,,LED flash,Yes,Yes,No,Removable Li-Ion 1500 mAh battery (BP-4L),No,"2.0, A2DP","Yes, with A-GPS",,Stereo FM radio,Proprietary,_,Removable Li-Ion 1500 mAh battery (BP-4L),Removable Li-Ion 1500 mAh battery (BP-4L),,Up to 6 h (2G) / 4 h (3G),,"Silver, Black",,0.87 W/kg (head)     0.70 W/kg (body),0.64 W/kg (head),About 80 EUR,,,,Yes,,
Nokia 3555,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1020 mAh battery (BL-5C),UMTS 1700 / 2100,Removable Li-Ion 1020 mAh battery (BL-5C),,Removable Li-Ion 1020 mAh battery (BL-5C),Removable Li-Ion 1020 mAh battery (BL-5C),"Yes, 384 kbps","2007, November",Discontinued,99.6 x 44.3 x 20.5 mm (3.92 x 1.74 x 0.81 in),94 g (3.32 oz),,Mini-SIM,Removable Li-Ion 1020 mAh battery (BL-5C),"TFT, 256K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 1020 mAh battery (BL-5C),,,,,"microSD, up to 4 GB (dedicated slot)",30MB,,,128x96@12fps,,,128x96@12fps,Yes,No,Removable Li-Ion 1020 mAh battery (BL-5C),No,"2.0, A2DP",No,,No,Proprietary,_,Removable Li-Ion 1020 mAh battery (BL-5C),Removable Li-Ion 1020 mAh battery (BL-5C),,Up to 3 h,,"Black, Blue, Gray",,1.20 W/kg (head)     0.72 W/kg (body),0.71 W/kg (head),About 50 EUR,,,,Yes,,
Nokia 3120 classic,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1000 mAh battery (BL-4U),UMTS 850 / 2100,Removable Li-Ion 1000 mAh battery (BL-4U),,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),"Yes, 384 kbps","2008, February. Released 2008, April",Discontinued,"111 x 45 x 13 mm, 60 cc (4.37 x 1.77 x 0.51 in)",85 g (3.00 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery (BL-4U),"TFT, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 1000 mAh battery (BL-4U),,,,,"microSD, up to 8 GB (dedicated slot)",24MB,,LED flash,_,,LED flash,_,Voice 69dB / Noise 69dB / Ring 71dB,No,Removable Li-Ion 1000 mAh battery (BL-4U),No,2.0,No,,Stereo FM radio,microUSB 2.0,_,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),,Up to 3 h 30 min (2G) / 2 h 45 min (3G),,"Graphite, Plum/Powder White, Deep Red, Chestnut Brown",,1.18 W/kg (head)     1.11 W/kg (body),0.69 W/kg (head),About 100 EUR,,,,Voice 69dB / Noise 69dB / Ring 71dB,Noise -76.6dB / Crosstalk -73.9dB,
Nokia 7900 Crystal Prism,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 850 mAh battery (BL-6P),UMTS 850 / 2100,Removable Li-Ion 850 mAh battery (BL-6P),,Removable Li-Ion 850 mAh battery (BL-6P),Removable Li-Ion 850 mAh battery (BL-6P),"Yes, 384 kbps","2008, January. Released 2008, June",Discontinued,"112 x 45 x 11.3 mm, 55 cc (4.41 x 1.77 x 0.44 in)",101 g (3.56 oz),,Mini-SIM,Removable Li-Ion 850 mAh battery (BL-6P),"OLED, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 850 mAh battery (BL-6P),,,,,No,1GB,,LED flash,QCIF,,LED flash,QCIF,Yes,No,Removable Li-Ion 850 mAh battery (BL-6P),No,2.0,No,,No,microUSB,_,Removable Li-Ion 850 mAh battery (BL-6P),Removable Li-Ion 850 mAh battery (BL-6P),,Up to 3 h,,Black,,0.83 W/kg (head)     0.81 W/kg (body),0.93 W/kg (head),About 170 EUR,,,,Yes,,
Nokia 2600 classic,GSM,GSM 900 / 1800,Removable Li-Ion 870 mAh battery (BL-5BT),,Removable Li-Ion 870 mAh battery (BL-5BT),,Removable Li-Ion 870 mAh battery (BL-5BT),Removable Li-Ion 870 mAh battery (BL-5BT),,"2008, January. Released 2008, March",Discontinued,"109.6 x 46.7 x 12 mm, 63.5 cc (4.31 x 1.84 x 0.47 in)",73.2 g (2.57 oz),,Mini-SIM,Removable Li-Ion 870 mAh battery (BL-5BT),"TFT, 65K colors","1.77 inches, 9.9 cm",128 x 160 pixels (~116 ppi density),,Removable Li-Ion 870 mAh battery (BL-5BT),,,,,No,10MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 870 mAh battery (BL-5BT),No,2.0,No,,FM radio,No,_,Removable Li-Ion 870 mAh battery (BL-5BT),Removable Li-Ion 870 mAh battery (BL-5BT),,Up to 6 h,,"Black, Orange, Blue, Beige",,1.43 W/kg (head)     0.75 W/kg (body),0.85 W/kg (head),About 60 EUR,,,,Yes,,
Nokia 1209,GSM,GSM 900 / 1800,Removable Li-Ion 700 mAh battery (BL-5CA),,Removable Li-Ion 700 mAh battery (BL-5CA),,Removable Li-Ion 700 mAh battery (BL-5CA),Removable Li-Ion 700 mAh battery (BL-5CA),,"2008, January. Released 2008, August",Discontinued,"102 x 44.1 x 17.5 mm, 70.5 cc (4.02 x 1.74 x 0.69 in)",79.9 g (2.75 oz),,Mini-SIM,Removable Li-Ion 700 mAh battery (BL-5CA),"CSTN, 65K colors","1.4 inches, 27.6 x 21.8 mm, 6.3 cm","96 x 98 pixels, 1:1 ratio (~98 ppi density)",,Removable Li-Ion 700 mAh battery (BL-5CA),,,,,No,,,,,,,,Yes,No,Removable Li-Ion 700 mAh battery (BL-5CA),No,No,No,,No,No,_,Removable Li-Ion 700 mAh battery (BL-5CA),Removable Li-Ion 700 mAh battery (BL-5CA),,Up to 7 h,,"Blue, Gray",,,1.01 W/kg (head),About 40 EUR,,,,Yes,,
Nokia 3110 Evolve,GSM,GSM 900 / 1800 / 1900,Removable Li-Ion 1020 mAh battery (BL-5C),,Removable Li-Ion 1020 mAh battery (BL-5C),,Removable Li-Ion 1020 mAh battery (BL-5C),Removable Li-Ion 1020 mAh battery (BL-5C),,"2007, December. Released 2008",Discontinued,"108.5 x 45.7 x 15.6 mm, 72 cc (4.27 x 1.80 x 0.61 in)",87 g (3.07 oz),,Mini-SIM,Removable Li-Ion 1020 mAh battery (BL-5C),"TFT, 256K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 1020 mAh battery (BL-5C),,,,,"microSD, up to 2 GB (dedicated slot)",9MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 1020 mAh battery (BL-5C),No,"2.0, A2DP",No,,Stereo FM radio,miniUSB,_,Removable Li-Ion 1020 mAh battery (BL-5C),Removable Li-Ion 1020 mAh battery (BL-5C),,Up to 3 h 30 min,,Grey,,1.10 W/kg (head)     0.33 W/kg (body),0.96 W/kg (head),About 100 EUR,,,,Yes,,
Nokia N82,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 1050 mAh battery (BP-6MT),HSDPA 2100,Removable Li-Ion 1050 mAh battery (BP-6MT),,Removable Li-Ion 1050 mAh battery (BP-6MT),Removable Li-Ion 1050 mAh battery (BP-6MT),HSPA,"2007, November. Released 2007, November",Discontinued,"112 x 50.2 x 17.3 mm, 90 cc (4.41 x 1.98 x 0.68 in)",114 g (4.02 oz),,Mini-SIM,Removable Li-Ion 1050 mAh battery (BP-6MT),"TFT, 16M colors","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Removable Li-Ion 1050 mAh battery (BP-6MT),"Symbian OS 9.2, S60 rel. 3.1",,332 MHz Dual ARM 11,3D Graphics HW Accelerator,"microSD, up to 16 GB (dedicated slot), 2 GB included",100MB 128MB RAM,,"Carl Zeiss optics, xenon flash",_,,"Carl Zeiss optics, xenon flash",_,Voice 70dB / Noise 61dB / Ring 65dB,Yes,Removable Li-Ion 1050 mAh battery (BP-6MT),"Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,Stereo FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1050 mAh battery (BP-6MT),Removable Li-Ion 1050 mAh battery (BP-6MT),,Up to 4 h 20 min (2G) / 3 h 10 min (3G),,"Silver, Black",,1.16 W/kg (head)     1.20 W/kg (body),1.07 W/kg (head),About 170 EUR,,,,Voice 70dB / Noise 61dB / Ring 65dB,Noise -81.6dB / Crosstalk -69.3dB,
Nokia 8800 Sapphire Arte,GSM / UMTS,GSM 900 / 1800 / 1900,Removable Li-Ion 1000 mAh battery (BL-4U),UMTS 2100,Removable Li-Ion 1000 mAh battery (BL-4U),,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),"Yes, 384 kbps","2007, November. Released 2008, February",Discontinued,"109 x 45.6 x 14.6 mm, 65 cc (4.29 x 1.80 x 0.57 in)",150 g (5.29 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery (BL-4U),"OLED, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Scratch-resistant glass,Removable Li-Ion 1000 mAh battery (BL-4U),,,,,No,1GB,,,480p@15fps,,,480p@15fps,Yes,No,Removable Li-Ion 1000 mAh battery (BL-4U),No,Yes,No,,No,"microUSB, USB On-The-Go",Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),,Up to 3 h (2G) / 2 h 45 min (3G),,Brown,,0.39 W/kg (head)     0.60 W/kg (body),0.34 W/kg (head),About 720 EUR,,,,Yes,,
Nokia 8800 Arte,GSM / UMTS,GSM 900 / 1800 / 1900,Removable Li-Ion 1000 mAh battery (BL-4U),UMTS 2100,Removable Li-Ion 1000 mAh battery (BL-4U),,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),"Yes, 384 kbps","2007, November. Released 2007, December",Discontinued,"109 x 45.6 x 14.6 mm, 65 cc (4.29 x 1.80 x 0.57 in)",150 g (5.29 oz),,Mini-SIM,Removable Li-Ion 1000 mAh battery (BL-4U),"OLED, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Scratch-resistant glass,Removable Li-Ion 1000 mAh battery (BL-4U),,,,,No,1GB,,,480p@15fps,,,480p@15fps,Voice 66dB / Noise 66dB / Ring 66dB,No,Removable Li-Ion 1000 mAh battery (BL-4U),No,2.0,No,,No,"microUSB, USB On-The-Go",Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Removable Li-Ion 1000 mAh battery (BL-4U),,Up to 3 h,,Black,,,,About 610 EUR,,,,Voice 66dB / Noise 66dB / Ring 66dB,,
Nokia 6301,GSM,GSM 900 / 1800 / 1900,manual,,manual,,manual,manual,,"2007, September. Released 2008, March",Discontinued,"106.8 x 43.8 x 13.1 mm, 55.6 cc (4.20 x 1.72 x 0.52 in)",93 g (3.28 oz),,Mini-SIM,manual,"TFT, 16M colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,manual,,,,,"microSD, up to 2 GB (dedicated slot)",30MB,,,QCIF,,,QCIF,Yes,No,manual,"Wi-Fi 802.11 b/g, UMA technology",2.0,No,,Stereo FM radio,miniUSB,_,manual,manual,,_,,Cocoa,,0.71 W/kg (head)     0.55 W/kg (body),0.51 W/kg (head),About 130 EUR,,,,Yes,,
